id,nodeId,timestamp,soilMoisture,temperature,humidity,reservoirLevel,ph,nitrogen,phosphorus,potassium,soilMoisture_class,temperature_class,humidity_class,reservoirLevel_class,nitrogen_class,phosphorus_class,potassium_class
cmnyxjuf00yx4zhesh70mbpem,cmmx6howt0000bi1zgfsisou2,2025-03-09 04:24:49.248,53.89,23.86,85.03,38.27,7.0,20.1,23.9,48.7,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yx5zhes4txj7ck1,cmmx6howt0000bi1zgfsisou2,2025-03-09 04:35:22.956,51.82,23.68,85.64,59.44,7.0,19.2,23.3,49.8,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yx6zheslr76hgnj,cmmx6howt0000bi1zgfsisou2,2025-03-09 04:45:56.664,51.25,23.67,85.72,59.47,7.0,19.2,22.5,46.8,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yx7zhespslp1w1s,cmmx6howt0000bi1zgfsisou2,2025-03-09 04:56:30.372,52.67,23.52,85.2,36.56,7.0,20.2,21.9,49.2,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yx8zheslr4x061y,cmmx6howt0000bi1zgfsisou2,2025-03-09 05:07:04.080,52.83,23.52,85.17,24.95,7.0,20.4,24.6,47.2,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjuf00yx9zhesefcsrfor,cmmx6howt0000bi1zgfsisou2,2025-03-09 05:17:37.788,51.82,23.75,85.88,58.91,7.0,18.4,22.2,49.1,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yxazhescjjm35uj,cmmx6howt0000bi1zgfsisou2,2025-03-09 05:28:11.496,50.81,23.67,86.21,75.46,7.0,19.1,23.3,47.4,optimal,optimal,criticalHigh,high,optimal,optimal,optimal
cmnyxjuf00yxbzhesaez7t317,cmmx6howt0000bi1zgfsisou2,2025-03-09 05:38:45.204,51.25,23.67,85.63,46.93,7.0,17.7,24.2,45.7,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yxczheshm1rp5jv,cmmx6howt0000bi1zgfsisou2,2025-03-09 05:49:18.912,48.04,23.7,86.1,37.6,7.0,16.3,24.0,46.7,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yxdzhesak0u9hda,cmmx6howt0000bi1zgfsisou2,2025-03-09 05:59:52.620,48.88,23.41,85.87,63.87,7.0,16.2,20.9,43.5,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf00yxezhesjzxy9kge,cmmx6howt0000bi1zgfsisou2,2025-03-09 06:10:26.328,47.2,23.55,86.54,88.25,7.0,17.3,21.3,40.8,optimal,optimal,criticalHigh,high,optimal,optimal,optimal
cmnyxjuf10yxfzhesmf3gbsif,cmmx6howt0000bi1zgfsisou2,2025-03-09 06:21:00.036,48.55,23.65,86.28,47.68,7.0,17.0,22.9,42.5,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf10yxgzhesqkaisym5,cmmx6howt0000bi1zgfsisou2,2025-03-09 06:31:33.744,48.34,23.53,86.17,45.24,7.0,16.3,20.8,40.8,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf10yxhzhesyq86u60i,cmmx6howt0000bi1zgfsisou2,2025-03-09 06:42:07.452,47.7,23.66,85.25,45.01,7.0,16.7,22.6,40.7,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf10yxizhes4jlmxejf,cmmx6howt0000bi1zgfsisou2,2025-03-09 06:52:41.160,44.97,23.75,86.05,68.79,7.0,16.4,19.5,39.1,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjuf10yxjzhesmtrhmflg,cmmx6howt0000bi1zgfsisou2,2025-03-09 07:03:14.868,44.64,23.77,84.6,25.18,7.0,15.8,21.3,40.7,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf10yxkzhes79vh0qbi,cmmx6howt0000bi1zgfsisou2,2025-03-09 07:13:48.576,46.01,23.68,85.22,58.75,7.0,14.9,20.9,37.2,optimal,optimal,criticalHigh,optimal,optimal,optimal,low
cmnyxjuf10yxlzhesyyc5v7oo,cmmx6howt0000bi1zgfsisou2,2025-03-09 07:24:22.284,46.15,23.78,84.57,26.84,7.0,13.4,18.7,41.9,optimal,optimal,high,optimal,low,optimal,optimal
cmnyxjuf10yxmzhesh2dd50cu,cmmx6howt0000bi1zgfsisou2,2025-03-09 07:34:55.992,45.24,23.71,85.55,47.67,7.0,14.3,18.0,38.4,optimal,optimal,criticalHigh,optimal,optimal,low,low
cmnyxjuf10yxnzhes520qzzao,cmmx6howt0000bi1zgfsisou2,2025-03-09 07:45:29.700,42.47,23.95,85.5,16.51,7.0,12.1,19.6,36.0,optimal,optimal,criticalHigh,low,low,optimal,low
cmnyxjuf10yxozhesu9prbbvv,cmmx6howt0000bi1zgfsisou2,2025-03-09 07:56:03.408,42.97,23.83,85.61,35.0,7.0,13.5,20.6,38.9,optimal,optimal,criticalHigh,optimal,low,optimal,low
cmnyxjuf10yxpzhese3sutswy,cmmx6howt0000bi1zgfsisou2,2025-03-09 08:06:37.116,43.2,23.88,84.87,70.21,7.0,13.8,19.6,36.0,optimal,optimal,high,optimal,low,optimal,low
cmnyxjuf10yxqzhesdee361zy,cmmx6howt0000bi1zgfsisou2,2025-03-09 08:17:10.824,42.27,24.1,83.41,15.7,7.0,11.3,17.4,36.4,optimal,optimal,high,low,low,low,low
cmnyxjuf10yxrzhesrexs9q19,cmmx6howt0000bi1zgfsisou2,2025-03-09 08:27:44.532,41.47,24.11,84.8,65.25,7.0,10.8,19.9,38.4,optimal,optimal,high,optimal,low,optimal,low
cmnyxjuf10yxszhes46n8gjc4,cmmx6howt0000bi1zgfsisou2,2025-03-09 08:38:18.240,40.65,24.24,83.84,35.92,7.0,11.8,18.0,37.1,optimal,optimal,high,optimal,low,low,low
cmnyxjuf10yxtzheswg3cvg7b,cmmx6howt0000bi1zgfsisou2,2025-03-09 08:48:51.948,39.12,24.28,82.76,89.16,7.0,9.8,19.4,33.8,low,optimal,high,high,low,optimal,low
cmnyxjuf10yxuzheshs7xuetp,cmmx6howt0000bi1zgfsisou2,2025-03-09 08:59:25.656,40.93,24.19,82.84,42.38,7.0,10.8,16.0,31.3,optimal,optimal,high,optimal,low,low,low
cmnyxjuf10yxvzhesu681hsm2,cmmx6howt0000bi1zgfsisou2,2025-03-09 09:09:59.364,40.13,24.52,83.51,37.51,7.0,12.1,17.3,34.9,optimal,optimal,high,optimal,low,low,low
cmnyxjuf10yxwzhesp6fpwtj8,cmmx6howt0000bi1zgfsisou2,2025-03-09 09:20:33.072,37.39,24.49,82.33,56.62,7.0,10.3,17.0,35.5,low,optimal,high,optimal,low,low,low
cmnyxjuf10yxxzhesr2naev4t,cmmx6howt0000bi1zgfsisou2,2025-03-09 09:31:06.780,38.66,24.5,82.1,66.51,7.0,10.6,15.9,32.1,low,optimal,high,optimal,low,low,low
cmnyxjuf10yxyzhes6egz0lci,cmmx6howt0000bi1zgfsisou2,2025-03-09 09:41:40.488,36.38,24.69,83.16,26.11,7.0,8.9,15.5,29.4,low,optimal,high,optimal,low,low,low
cmnyxjuf10yxzzhessrejj7hl,cmmx6howt0000bi1zgfsisou2,2025-03-09 09:52:14.196,35.76,24.68,81.1,49.66,7.0,8.7,15.1,30.7,low,optimal,high,optimal,low,low,low
cmnyxjuf10yy0zhesoguoug6f,cmmx6howt0000bi1zgfsisou2,2025-03-09 10:02:47.904,37.73,24.71,80.93,81.01,7.0,10.0,18.4,31.4,low,optimal,high,high,low,optimal,low
cmnyxjuf10yy1zhesuk1bgcvx,cmmx6howt0000bi1zgfsisou2,2025-03-09 10:13:21.612,36.14,24.79,82.2,17.97,7.0,10.5,16.4,29.9,low,optimal,high,low,low,low,low
cmnyxjuf10yy2zhes86qpzm16,cmmx6howt0000bi1zgfsisou2,2025-03-09 10:23:55.320,36.09,24.99,80.61,32.56,7.0,9.8,16.1,29.7,low,optimal,high,optimal,low,low,low
cmnyxjuf10yy3zhesv88qskly,cmmx6howt0000bi1zgfsisou2,2025-03-09 10:34:29.028,34.05,25.02,81.01,45.65,7.0,8.1,14.6,30.4,low,optimal,high,optimal,low,low,low
cmnyxjuf10yy4zhesr31n19n3,cmmx6howt0000bi1zgfsisou2,2025-03-09 10:45:02.736,33.88,25.21,79.38,44.65,7.0,7.9,16.8,31.0,low,optimal,high,optimal,low,low,low
cmnyxjuf10yy5zhes56sd4iqn,cmmx6howt0000bi1zgfsisou2,2025-03-09 10:55:36.444,33.02,25.28,80.35,62.84,7.0,9.1,17.0,27.5,low,optimal,high,optimal,low,low,low
cmnyxjuf10yy6zhes80kl7ln6,cmmx6howt0000bi1zgfsisou2,2025-03-09 11:06:10.152,33.53,25.5,78.87,28.51,7.0,9.5,15.2,32.6,low,optimal,high,optimal,low,low,low
cmnyxjuf10yy7zheshb252ffv,cmmx6howt0000bi1zgfsisou2,2025-03-09 11:16:43.860,31.81,25.47,78.65,37.7,7.0,8.6,14.2,30.5,low,optimal,high,optimal,low,low,low
cmnyxjuf10yy8zhesc0wvrmi1,cmmx6howt0000bi1zgfsisou2,2025-03-09 11:27:17.568,31.24,25.74,79.49,23.94,7.0,6.6,14.6,31.5,low,optimal,high,low,low,low,low
cmnyxjuf10yy9zheshp98yk9u,cmmx6howt0000bi1zgfsisou2,2025-03-09 11:37:51.276,32.33,25.9,78.82,68.7,7.0,7.0,15.2,30.7,low,optimal,high,optimal,low,low,low
cmnyxjuf10yyazhesjtkl3yko,cmmx6howt0000bi1zgfsisou2,2025-03-09 11:48:24.984,30.32,25.89,78.77,40.37,7.0,8.6,16.3,28.3,low,optimal,high,optimal,low,low,low
cmnyxjuf10yybzhesw22bda2k,cmmx6howt0000bi1zgfsisou2,2025-03-09 11:58:58.692,31.61,25.99,78.36,27.9,7.0,9.2,13.5,30.2,low,optimal,high,optimal,low,low,low
cmnyxjuf10yyczheszi3n7iel,cmmx6howt0000bi1zgfsisou2,2025-03-09 12:09:32.400,31.78,26.22,77.7,43.58,7.0,8.1,14.9,25.9,low,optimal,high,optimal,low,low,low
cmnyxjuf10yydzhestknrt8kk,cmmx6howt0000bi1zgfsisou2,2025-03-09 12:20:06.108,31.3,26.13,77.16,60.66,7.0,7.0,16.1,31.1,low,optimal,high,optimal,low,low,low
cmnyxjuf10yyezheshuqopy01,cmmx6howt0000bi1zgfsisou2,2025-03-09 12:30:39.816,30.23,26.36,77.28,49.73,7.0,8.3,16.4,26.6,low,optimal,high,optimal,low,low,low
cmnyxjuf10yyfzhescrm0zh4i,cmmx6howt0000bi1zgfsisou2,2025-03-09 12:41:13.524,28.21,26.57,76.28,22.2,7.0,8.6,14.4,26.7,low,optimal,high,low,low,low,low
cmnyxjuf10yygzhesei1d6jlf,cmmx6howt0000bi1zgfsisou2,2025-03-09 12:51:47.232,28.15,26.58,76.5,54.38,7.0,8.6,14.4,27.6,low,optimal,high,optimal,low,low,low
cmnyxjuf10yyhzhesmh7nzn80,cmmx6howt0000bi1zgfsisou2,2025-03-09 13:02:20.940,27.75,26.83,76.43,77.59,7.0,8.3,16.2,27.9,low,optimal,high,high,low,low,low
cmnyxjuf10yyizhes39dhfk01,cmmx6howt0000bi1zgfsisou2,2025-03-09 13:12:54.648,27.0,26.93,75.55,91.24,7.0,9.0,17.3,26.5,low,optimal,high,criticalHigh,low,low,low
cmnyxjuf10yyjzhes3zc078mq,cmmx6howt0000bi1zgfsisou2,2025-03-09 13:23:28.356,27.09,26.87,73.95,31.22,7.0,8.7,15.3,30.9,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yykzhesstgqiu23,cmmx6howt0000bi1zgfsisou2,2025-03-09 13:34:02.064,25.8,27.02,74.43,76.35,7.0,9.0,14.7,26.4,low,optimal,optimal,high,low,low,low
cmnyxjuf10yylzhesjmj0wupr,cmmx6howt0000bi1zgfsisou2,2025-03-09 13:44:35.772,26.79,27.03,74.58,39.07,7.0,7.5,16.3,31.4,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yymzhes6jff9nr2,cmmx6howt0000bi1zgfsisou2,2025-03-09 13:55:09.480,24.08,27.4,73.62,52.39,7.0,7.8,16.8,29.8,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yynzhesugzkcp11,cmmx6howt0000bi1zgfsisou2,2025-03-09 14:05:43.188,25.94,27.25,74.18,51.12,7.0,8.5,17.6,26.7,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yyozhes4jfnlgqz,cmmx6howt0000bi1zgfsisou2,2025-03-09 14:16:16.896,24.4,27.42,73.28,37.53,7.0,7.9,15.7,26.7,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yypzhes3gym23f9,cmmx6howt0000bi1zgfsisou2,2025-03-09 14:26:50.604,24.81,27.44,73.91,35.11,7.0,9.6,15.1,31.7,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yyqzhesgs383twk,cmmx6howt0000bi1zgfsisou2,2025-03-09 14:37:24.312,21.51,27.73,71.9,20.51,7.0,9.5,15.9,33.0,low,optimal,optimal,low,low,low,low
cmnyxjuf10yyrzhesaa97cvq7,cmmx6howt0000bi1zgfsisou2,2025-03-09 14:47:58.020,21.36,27.7,72.75,41.31,7.0,7.7,15.7,32.1,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yyszhesnmd0v5n7,cmmx6howt0000bi1zgfsisou2,2025-03-09 14:58:31.728,22.74,27.84,72.7,28.69,7.0,10.2,15.1,29.3,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yytzhesnh4xl0ry,cmmx6howt0000bi1zgfsisou2,2025-03-09 15:09:05.436,22.79,27.84,72.79,58.61,7.0,8.3,14.6,29.8,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yyuzhesgteq4105,cmmx6howt0000bi1zgfsisou2,2025-03-09 15:19:39.144,20.73,28.06,70.94,61.38,7.0,9.3,17.6,32.8,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yyvzhesp4s1sn4w,cmmx6howt0000bi1zgfsisou2,2025-03-09 15:30:12.852,19.2,28.07,70.99,60.09,7.0,9.1,17.2,30.0,criticalLow,optimal,optimal,optimal,low,low,low
cmnyxjuf10yywzhesp4r0eovp,cmmx6howt0000bi1zgfsisou2,2025-03-09 15:40:46.560,20.91,27.98,70.74,56.43,7.0,10.3,16.7,30.0,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yyxzheswlpk9p9b,cmmx6howt0000bi1zgfsisou2,2025-03-09 15:51:20.268,22.07,28.07,71.04,78.57,7.0,9.6,17.7,31.2,low,optimal,optimal,high,low,low,low
cmnyxjuf10yyyzhesiddj9byl,cmmx6howt0000bi1zgfsisou2,2025-03-09 16:01:53.976,23.44,28.13,70.82,17.32,7.0,8.9,14.9,34.4,low,optimal,optimal,low,low,low,low
cmnyxjuf10yyzzhes5vifx5dd,cmmx6howt0000bi1zgfsisou2,2025-03-09 16:12:27.684,26.04,28.31,71.43,55.89,7.0,10.3,16.4,34.5,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yz0zhesjfwb35ye,cmmx6howt0000bi1zgfsisou2,2025-03-09 16:23:01.392,25.89,28.23,70.86,52.96,7.0,10.2,17.1,33.7,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yz1zhesdhrpbngt,cmmx6howt0000bi1zgfsisou2,2025-03-09 16:33:35.100,29.69,28.4,69.3,30.16,7.0,12.0,15.3,31.4,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yz2zhes2uzqpe86,cmmx6howt0000bi1zgfsisou2,2025-03-09 16:44:08.808,29.23,28.32,70.0,28.55,7.0,12.0,18.8,31.4,low,optimal,optimal,optimal,low,optimal,low
cmnyxjuf10yz3zhesogjw8r8y,cmmx6howt0000bi1zgfsisou2,2025-03-09 16:54:42.516,30.36,28.42,69.85,27.75,7.0,11.5,17.7,37.5,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yz4zhesnfhai58g,cmmx6howt0000bi1zgfsisou2,2025-03-09 17:05:16.224,33.91,28.62,70.21,18.43,7.0,10.9,19.2,37.4,low,optimal,optimal,low,low,optimal,low
cmnyxjuf10yz5zheshix5l9vk,cmmx6howt0000bi1zgfsisou2,2025-03-09 17:15:49.932,33.68,28.52,69.03,39.25,7.0,12.9,18.1,37.0,low,optimal,optimal,optimal,low,optimal,low
cmnyxjuf10yz6zheskz7679x9,cmmx6howt0000bi1zgfsisou2,2025-03-09 17:26:23.640,36.5,28.6,70.42,69.21,7.0,11.7,19.0,38.0,low,optimal,optimal,optimal,low,optimal,low
cmnyxjuf10yz7zhes9h0cek19,cmmx6howt0000bi1zgfsisou2,2025-03-09 17:36:57.348,37.81,28.56,69.16,37.85,7.0,13.1,17.2,35.8,low,optimal,optimal,optimal,low,low,low
cmnyxjuf10yz8zhes6u7lqrm3,cmmx6howt0000bi1zgfsisou2,2025-03-09 17:47:31.056,40.64,28.45,68.82,19.02,7.0,11.9,19.8,38.7,optimal,optimal,optimal,low,low,optimal,low
cmnyxjuf10yz9zhesa2017yg2,cmmx6howt0000bi1zgfsisou2,2025-03-09 17:58:04.764,41.92,28.41,69.36,46.5,7.0,11.8,19.8,40.0,optimal,optimal,optimal,optimal,low,optimal,optimal
cmnyxjuf10yzazhes7i6va2ng,cmmx6howt0000bi1zgfsisou2,2025-03-09 18:08:38.472,43.3,28.48,69.96,76.22,7.0,13.4,19.0,39.7,optimal,optimal,optimal,high,low,optimal,optimal
cmnyxjuf10yzbzhes83d6e5pu,cmmx6howt0000bi1zgfsisou2,2025-03-09 18:19:12.180,43.12,28.59,69.16,23.16,7.0,13.2,20.1,36.3,optimal,optimal,optimal,low,low,optimal,low
cmnyxjuf10yzczhesmhaaaa4f,cmmx6howt0000bi1zgfsisou2,2025-03-09 18:29:45.888,45.61,28.55,69.96,48.83,7.0,13.4,20.2,39.0,optimal,optimal,optimal,optimal,low,optimal,low
cmnyxjuf10yzdzhes7bmns3kp,cmmx6howt0000bi1zgfsisou2,2025-03-09 18:40:19.596,49.14,28.63,69.17,46.57,7.0,15.4,21.3,41.6,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf10yzezhess64ien2p,cmmx6howt0000bi1zgfsisou2,2025-03-09 18:50:53.304,50.74,28.48,70.28,15.92,7.0,15.7,18.7,40.2,optimal,optimal,optimal,low,optimal,optimal,optimal
cmnyxjuf20yzfzhese84q1kiv,cmmx6howt0000bi1zgfsisou2,2025-03-09 19:01:27.012,50.92,28.32,70.44,56.37,7.0,15.0,21.4,41.2,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzgzhesjksg0s8w,cmmx6howt0000bi1zgfsisou2,2025-03-09 19:12:00.720,53.71,28.43,71.05,61.54,7.0,15.8,22.0,40.1,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzhzhes0b9odj36,cmmx6howt0000bi1zgfsisou2,2025-03-09 19:22:34.428,54.94,28.36,70.81,71.3,7.0,16.2,20.8,43.1,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzizhes2h750e1w,cmmx6howt0000bi1zgfsisou2,2025-03-09 19:33:08.136,56.16,28.41,69.68,32.73,7.0,16.3,21.0,42.2,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzjzhesm74k2u1f,cmmx6howt0000bi1zgfsisou2,2025-03-09 19:43:41.844,58.57,28.22,70.55,83.61,7.0,16.0,20.2,43.2,optimal,optimal,optimal,high,optimal,optimal,optimal
cmnyxjuf20yzkzhesjnkv1e8d,cmmx6howt0000bi1zgfsisou2,2025-03-09 19:54:15.552,59.57,28.34,70.83,61.88,7.0,17.5,19.6,43.2,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzlzhes0cabribk,cmmx6howt0000bi1zgfsisou2,2025-03-09 20:04:49.260,61.06,28.1,71.89,62.19,7.0,16.1,23.2,43.3,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzmzhesyqrzov3g,cmmx6howt0000bi1zgfsisou2,2025-03-09 20:15:22.968,62.21,28.0,71.63,36.15,7.0,17.2,20.9,46.8,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yznzhesqkqhkip2,cmmx6howt0000bi1zgfsisou2,2025-03-09 20:25:56.676,64.27,27.95,70.74,52.51,7.0,16.3,21.0,43.6,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzozhesjtou2d55,cmmx6howt0000bi1zgfsisou2,2025-03-09 20:36:30.384,63.99,27.94,72.03,14.87,7.0,17.8,22.0,45.5,optimal,optimal,optimal,low,optimal,optimal,optimal
cmnyxjuf20yzpzhes7ic1ggop,cmmx6howt0000bi1zgfsisou2,2025-03-09 20:47:04.092,66.66,27.95,72.53,81.9,7.0,17.6,23.3,43.8,optimal,optimal,optimal,high,optimal,optimal,optimal
cmnyxjuf20yzqzhes0mfgep5k,cmmx6howt0000bi1zgfsisou2,2025-03-09 20:57:37.800,67.99,27.76,71.9,33.13,7.0,16.7,23.1,43.0,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzrzhes2ky5bifl,cmmx6howt0000bi1zgfsisou2,2025-03-09 21:08:11.508,71.03,27.68,73.25,20.35,7.0,17.9,24.1,44.5,high,optimal,optimal,low,optimal,optimal,optimal
cmnyxjuf20yzszhesee61gqhc,cmmx6howt0000bi1zgfsisou2,2025-03-09 21:18:45.216,70.53,27.53,72.12,68.34,7.0,17.2,24.2,43.8,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yztzhesh0zdq4ql,cmmx6howt0000bi1zgfsisou2,2025-03-09 21:29:18.924,73.96,27.71,71.99,73.86,7.0,18.9,24.1,48.8,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzuzhesyd5597u9,cmmx6howt0000bi1zgfsisou2,2025-03-09 21:39:52.632,75.99,27.4,72.89,32.06,7.0,17.9,22.3,45.2,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzvzhesqgv47oyv,cmmx6howt0000bi1zgfsisou2,2025-03-09 21:50:26.340,75.17,27.47,73.58,45.38,7.0,20.0,23.0,46.1,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzwzhes7rfc2ajg,cmmx6howt0000bi1zgfsisou2,2025-03-09 22:01:00.048,79.41,27.2,74.56,38.7,7.0,19.1,21.8,49.3,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20yzxzhesxn7f1x2o,cmmx6howt0000bi1zgfsisou2,2025-03-09 22:11:33.756,80.9,27.06,74.8,17.03,7.0,20.3,22.7,45.2,high,optimal,optimal,low,optimal,optimal,optimal
cmnyxjuf20yzyzheskq10r7m1,cmmx6howt0000bi1zgfsisou2,2025-03-09 22:22:07.464,82.11,27.08,75.25,31.63,7.0,18.7,22.0,47.4,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20yzzzhesmw3kmgzm,cmmx6howt0000bi1zgfsisou2,2025-03-09 22:32:41.172,83.27,26.85,74.21,81.59,7.0,20.8,23.2,48.7,high,optimal,optimal,high,optimal,optimal,optimal
cmnyxjuf20z00zhesshn62w9a,cmmx6howt0000bi1zgfsisou2,2025-03-09 22:43:14.880,85.01,26.96,74.77,24.9,7.0,18.7,21.9,47.3,criticalHigh,optimal,optimal,low,optimal,optimal,optimal
cmnyxjuf20z01zhess8octu7u,cmmx6howt0000bi1zgfsisou2,2025-03-09 22:53:48.588,84.72,26.82,74.49,35.86,7.0,20.0,21.7,49.4,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjuf20z02zhesb0dj5n0r,cmmx6howt0000bi1zgfsisou2,2025-03-09 23:04:22.296,84.11,26.67,75.08,70.0,7.0,20.5,24.2,46.9,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z03zhesvuin6f4t,cmmx6howt0000bi1zgfsisou2,2025-03-09 23:14:56.004,83.23,26.61,75.74,40.91,7.0,21.3,22.2,47.8,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z04zhesklqwfqs9,cmmx6howt0000bi1zgfsisou2,2025-03-09 23:25:29.712,83.58,26.56,75.95,63.46,7.0,18.4,23.7,48.7,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z05zhes4bosskqq,cmmx6howt0000bi1zgfsisou2,2025-03-09 23:36:03.420,83.96,26.18,77.54,36.05,7.0,20.5,24.0,50.0,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z06zheshopk3xpf,cmmx6howt0000bi1zgfsisou2,2025-03-09 23:46:37.128,82.18,26.25,77.32,54.14,7.0,20.8,23.2,48.1,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z07zhesul8d9zh4,cmmx6howt0000bi1zgfsisou2,2025-03-09 23:57:10.836,81.33,26.0,77.12,46.39,7.0,21.4,21.8,51.1,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z08zhesrq16fn0t,cmmx6howt0000bi1zgfsisou2,2025-03-10 00:07:44.544,81.27,25.89,77.87,54.4,7.0,20.7,25.4,46.5,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z09zhes15dwrbhe,cmmx6howt0000bi1zgfsisou2,2025-03-10 00:18:18.252,79.87,25.78,79.14,60.47,7.0,19.1,24.4,47.0,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z0azhesq2izm0dy,cmmx6howt0000bi1zgfsisou2,2025-03-10 00:28:51.960,78.61,25.79,78.36,40.48,7.0,18.9,24.6,46.8,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z0bzhesyv2ybkgm,cmmx6howt0000bi1zgfsisou2,2025-03-10 00:39:25.668,79.47,25.76,79.4,60.12,7.0,19.6,21.8,47.1,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z0czheswx74pk1b,cmmx6howt0000bi1zgfsisou2,2025-03-10 00:49:59.376,78.15,25.62,79.84,74.3,7.0,18.6,24.7,49.9,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z0dzheshlfhehdr,cmmx6howt0000bi1zgfsisou2,2025-03-10 01:00:33.084,77.78,25.52,79.98,13.99,7.0,18.8,22.6,48.0,high,optimal,high,low,optimal,optimal,optimal
cmnyxjuf20z0ezhesoesl1dfs,cmmx6howt0000bi1zgfsisou2,2025-03-10 01:11:06.792,76.4,25.33,80.42,22.85,7.0,19.9,22.8,50.2,high,optimal,high,low,optimal,optimal,optimal
cmnyxjuf20z0fzheswlnf7tck,cmmx6howt0000bi1zgfsisou2,2025-03-10 01:21:40.500,77.08,25.08,80.34,44.34,7.0,18.5,24.2,50.0,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z0gzheswaiuarfk,cmmx6howt0000bi1zgfsisou2,2025-03-10 01:32:14.208,77.39,25.12,81.37,27.82,7.0,19.0,23.2,49.8,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z0hzhesc3t5n03a,cmmx6howt0000bi1zgfsisou2,2025-03-10 01:42:47.916,75.02,25.02,81.87,66.42,7.0,18.7,23.2,48.0,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjuf20z0izheszx5wd0la,cmmx6howt0000bi1zgfsisou2,2025-03-10 01:53:21.624,75.14,24.78,80.56,60.67,7.0,17.7,24.3,45.2,high,optimal,high,optimal,optimal,optimal,optimal
